Rank,Game,Month,Year,Hours_watched,Hours_Streamed,Peak_viewers,Peak_channels,Streamers,Avg_viewers,Avg_channels,Avg_viewer_ratio
113,The Legend of Zelda: Four Swords Adventures,7,2016,303246,134 hours,128845,10,30,408,0,2263.03
114,Uncharted 4: A Thief's End,7,2016,300906,48282 hours,8809,133,9159,404,64,6.23
115,Madden NFL 16,7,2016,299790,78202 hours,4471,273,14321,403,105,3.83
116,Shattered Skies,7,2016,290305,17418 hours,5674,65,1459,390,23,16.67
117,EVE Online,7,2016,285177,7890 hours,2892,28,717,383,10,36.14
118,Deus Ex,7,2016,282652,574 hours,97131,9,92,380,0,492.43
119,Super Metroid,7,2016,278469,3536 hours,138909,20,431,374,4,78.75
120,Sid Meier's Civilization V,7,2016,276542,12224 hours,3478,35,2208,372,16,22.62
121,Trials Fusion,7,2016,273396,4184 hours,139440,22,924,367,5,65.34
122,Miscreated,7,2016,272221,7408 hours,29494,30,1279,366,9,36.75
123,Drawful 2,7,2016,272157,4265 hours,29376,32,1470,366,5,63.81
124,The Legend of Zelda: Link's Awakening DX,7,2016,271063,671 hours,151642,13,110,364,0,403.97
125,Euro Truck Simulator 2,7,2016,269089,28516 hours,6194,109,4263,362,38,9.44
126,60 Seconds!,7,2016,268754,597 hours,32505,10,275,361,0,450.17
127,Dark Souls,7,2016,265236,19173 hours,3708,55,2860,356,25,13.83
128,Town of Salem,7,2016,265032,6324 hours,33023,27,1676,356,8,41.91
129,South Park: The Stick of Truth,7,2016,264870,6012 hours,11444,32,1628,356,8,44.06
130,RNC 2016,7,2016,264303,28 hours,29021,1,2,355,0,9439.39
131,Wolfenstein: The New Order,7,2016,262979,1893 hours,109501,12,670,353,2,138.92
132,Pikmin,7,2016,261626,306 hours,104767,8,70,352,0,854.99
133,Hearts of Iron IV,7,2016,253499,7580 hours,3159,27,772,341,10,33.44
134,The Legend of Zelda: Majora's Mask,7,2016,252198,3451 hours,5623,19,360,339,4,73.08
135,Outlast,7,2016,251126,17966 hours,3333,71,6928,337,24,13.98
136,Borderlands 2,7,2016,250884,24691 hours,7396,74,4184,337,33,10.16
137,Bloodborne,7,2016,250777,29789 hours,12429,78,5748,337,40,8.42
138,Sonic the Hedgehog,7,2016,249214,960 hours,134611,18,375,335,1,259.6
139,QuackShot starring Donald Duck,7,2016,248237,52 hours,127046,7,16,334,0,4773.79
140,Human: Fall Flat,7,2016,246941,862 hours,41775,11,335,332,1,286.47
141,Life is Strange,7,2016,239408,14538 hours,5504,69,4598,322,19,16.47
142,The Forest,7,2016,239237,13877 hours,22132,58,3113,321,18,17.24
143,The Sims 4,7,2016,236544,9360 hours,5479,34,1745,318,12,25.27
144,Guild Wars 2,7,2016,235348,19672 hours,1738,82,2245,316,26,11.96
145,Kirby: Nightmare in Dream Land,7,2016,235038,170 hours,97477,6,36,316,0,1382.58
146,Mega Man Zero 2,7,2016,233488,41 hours,118307,9,15,314,0,5694.83
147,Metroid Prime,7,2016,230478,1191 hours,116497,9,171,310,1,193.52
148,Microsoft Flight Simulator X,7,2016,222317,15124 hours,3789,48,1101,299,20,14.7
149,Dishonored,7,2016,220767,4414 hours,126174,22,1439,297,5,50.02
150,Tree of Savior,7,2016,220555,18094 hours,5969,110,1551,296,24,12.19
151,Mega Man ZX Advent,7,2016,217249,87 hours,109596,7,20,292,0,2497.11
152,Mafia II,7,2016,215803,2506 hours,7962,13,564,290,3,86.11
153,Mega Man X2,7,2016,213681,520 hours,121945,8,96,287,0,410.93
154,Castlevania: Symphony of the Night,7,2016,213140,1010 hours,155016,15,203,286,1,211.03
155,Pokk<U+00E9>n Tournament,7,2016,212443,2069 hours,30116,9,311,285,2,102.68
156,Left 4 Dead 2,7,2016,211215,16423 hours,24517,50,5247,284,22,12.86
157,The Legend of Zelda: A Link Between Worlds,7,2016,210752,182 hours,132010,9,30,283,0,1157.98
158,FTL: Faster Than Light,7,2016,208854,3207 hours,3878,17,683,281,4,65.12
159,Games + Demos,7,2016,208033,3840 hours,13741,15,954,279,5,54.18
160,Illusion of Gaia,7,2016,201674,197 hours,93073,8,41,271,0,1023.73
161,Pepsiman,7,2016,199938,75 hours,136904,5,25,269,0,2665.84
162,Heroes of Newerth,7,2016,198183,7095 hours,3945,22,516,266,9,27.93
163,Yakuza 0,7,2016,197323,256 hours,7372,3,19,265,0,770.79
164,Farming Simulator 15,7,2016,194894,27203 hours,1663,90,3225,262,36,7.16
165,Star Wars: Knights of the Old Republic,7,2016,194589,812 hours,103627,6,148,261,1,239.64
166,MLB The Show 16,7,2016,194205,6789 hours,8298,25,3669,261,9,28.61
167,BioShock,7,2016,189398,3650 hours,128499,25,1022,254,4,51.89
168,Riders of Icarus,7,2016,185519,18141 hours,31938,99,2775,249,24,10.23
169,DOOM,7,2016,184984,33331 hours,4564,113,9980,248,44,5.55
170,Donkey Kong 64,7,2016,183671,881 hours,95801,12,141,247,1,208.48
171,Demon's Souls,7,2016,182996,1049 hours,139046,10,113,246,1,174.45
172,Board Games,7,2016,181916,982 hours,7980,9,116,244,1,185.25
173,Zelda II: The Adventure of Link,7,2016,181560,747 hours,94715,12,100,244,1,243.05
174,The Elder Scrolls IV: Oblivion,7,2016,180065,3321 hours,144920,14,442,242,4,54.22
175,Mario Kart 8,7,2016,179864,4183 hours,31397,19,967,242,5,43
176,Metal Gear Solid V: The Phantom Pain,7,2016,178824,26627 hours,2163,75,4986,240,35,6.72
177,XCOM 2,7,2016,175102,8322 hours,5306,30,942,235,11,21.04
178,Castlevania,7,2016,174502,650 hours,97143,9,143,234,0,268.46
179,Until Dawn,7,2016,173185,1558 hours,9193,9,1812,233,2,111.16
180,Hexen: Beyond Heretic,7,2016,172767,99 hours,104627,5,22,232,0,1745.12
181,WWE 2K16,7,2016,171772,24203 hours,7544,74,4961,231,32,7.1
182,New Super Mario Bros.,7,2016,170686,73 hours,117935,7,30,229,0,2338.16
183,Jak and Daxter: The Precursor Legacy,7,2016,170642,681 hours,93955,8,83,229,0,250.58
184,Neverwinter,7,2016,169485,56801 hours,5528,288,11877,228,76,2.98
185,Resident Evil 2,7,2016,168886,1186 hours,93275,10,256,227,1,142.4
186,Mark of the Ninja,7,2016,167880,341 hours,114059,8,101,225,0,492.32
187,Gang Beasts,7,2016,167249,1605 hours,24483,11,895,225,2,104.2
188,Ape Escape,7,2016,166213,149 hours,138243,8,46,223,0,1115.52
189,Spyro: Year of the Dragon,7,2016,165853,615 hours,150031,11,110,223,0,269.68
190,Ghostbusters,7,2016,165845,670 hours,75182,11,228,223,0,247.53
191,VVVVVV,7,2016,165691,297 hours,159812,7,101,223,0,557.88
192,Super Mario 64 DS,7,2016,165608,150 hours,115289,10,24,222,0,1104.05
193,Defunct,7,2016,163697,106 hours,110121,7,25,220,0,1544.31
194,Star Wars Battlefront,7,2016,163613,36790 hours,6678,95,0,220,49,4.45
195,Barbie and The Magic of Pegasus,7,2016,163007,76 hours,37926,8,42,219,0,2144.83
196,Twitch Plays,7,2016,162236,9651 hours,6684,20,92,218,12,16.81
197,Tabletop Simulator,7,2016,161719,3383 hours,6862,23,932,217,4,47.8
198,Dofus,7,2016,161162,7111 hours,2139,32,744,216,9,22.66
199,I Am Setsuna,7,2016,160401,5957 hours,12510,104,1786,215,8,26.93
200,Sonic Adventure 2: Battle,7,2016,158951,1083 hours,127056,11,245,213,1,146.77
1,League of Legends,8,2016,81684707,1097258 hours,502181,2177,105795,109939,1476,74.44
2,Dota 2,8,2016,52492132,289605 hours,623824,796,29645,70648,389,181.25
3,Hearthstone,8,2016,35713094,172547 hours,108194,414,24739,48066,232,206.98
4,Counter-Strike: Global Offensive,8,2016,26252677,642691 hours,152628,1595,91934,35333,864,40.85
5,World of Warcraft,8,2016,20187726,478771 hours,227428,4567,47423,27170,644,42.17
6,Overwatch,8,2016,18643208,678192 hours,92808,1740,109939,25091,912,27.49
7,No Man's Sky,8,2016,10901214,410662 hours,218360,4689,69859,14671,552,26.55
8,Call of Duty: Black Ops III,8,2016,8721779,896236 hours,129778,2100,159672,11738,1206,9.73
9,Dead by Daylight,8,2016,8124026,147501 hours,54616,473,14161,10934,198,55.08
10,Talk Shows & Podcasts,8,2016,7736040,60460 hours,71960,166,14009,10411,81,127.95
11,Destiny,8,2016,6590676,592357 hours,141860,1717,65024,8870,797,11.13
12,Minecraft,8,2016,5871886,402260 hours,36111,1003,75700,7902,541,14.6
13,RuneScape,8,2016,4787868,70089 hours,21214,153,6768,6443,94,68.31
14,World of Tanks,8,2016,4608665,107475 hours,31836,296,11507,6202,144,42.88
15,StarCraft II,8,2016,4492185,48277 hours,43775,125,5036,6046,64,93.05
16,Z1: Battle Royale,8,2016,4438375,120290 hours,37775,304,12309,5973,161,36.9
17,Arma 3,8,2016,3875046,93215 hours,37065,264,8719,5215,125,41.57
18,Creative,8,2016,3704529,164457 hours,29914,361,20458,4985,221,22.53
19,Tom Clancy's Rainbow Six Siege,8,2016,3505497,319737 hours,18727,917,58182,4718,430,10.96
20,Grand Theft Auto V,8,2016,2878551,360902 hours,31130,888,80764,3874,485,7.98
21,Poker,8,2016,2671385,31160 hours,19870,101,2061,3595,41,85.73
22,Heroes of the Storm,8,2016,2622883,67006 hours,21186,171,7376,3530,90,39.14
23,Pok<U+00E9>mon GO,8,2016,2614820,30073 hours,22249,160,6420,3519,40,86.95
24,NBA 2K16,8,2016,2537324,264403 hours,21631,781,46973,3414,355,9.6
25,Rocket League,8,2016,2502508,114974 hours,82917,307,33642,3368,154,21.77
26,Deus Ex: Mankind Divided,8,2016,2498241,28711 hours,86681,723,6159,3362,38,87.01
27,SMITE,8,2016,2389544,126919 hours,22448,299,18667,3216,170,18.83
28,Magic: The Gathering,8,2016,2026783,12839 hours,22692,43,885,2727,17,157.86
29,FIFA 16,8,2016,1953232,120898 hours,47210,369,27733,2628,162,16.16
30,Diablo III,8,2016,1871918,101238 hours,28044,805,11915,2519,136,18.49
31,Street Fighter V,8,2016,1841535,29559 hours,22511,83,4995,2478,39,62.3
32,Pok<U+00E9>mon Omega Ruby/Alpha Sapphire,8,2016,1803902,30359 hours,44480,85,2447,2427,40,59.42
33,Rust,8,2016,1638739,60075 hours,36289,217,7210,2205,80,27.28
34,The Elder Scrolls V: Skyrim,8,2016,1596558,41807 hours,37334,119,5713,2148,56,38.19
35,Madden NFL 17,8,2016,1331598,96794 hours,19768,1258,20378,1792,130,13.76
36,Super Smash Bros. Melee,8,2016,1312762,10472 hours,55466,41,1932,1766,14,125.36
37,Super Smash Bros. for Wii U,8,2016,1245776,17101 hours,39087,66,2042,1676,23,72.85
38,Music,8,2016,1240042,25272 hours,11371,66,4419,1668,34,49.07
39,Battlefield 1,8,2016,1237752,32778 hours,76479,1316,29149,1665,44,37.76
40,Super Mario Maker,8,2016,1197562,16616 hours,10082,84,1224,1611,22,72.07
41,7 Days to Die,8,2016,1075632,103833 hours,22516,283,14871,1447,139,10.36
42,DayZ,8,2016,988352,45811 hours,5852,139,4743,1330,61,21.57
43,Fallout 4,8,2016,976283,124087 hours,16931,574,22410,1313,167,7.87
44,Warcraft III,8,2016,940813,15969 hours,31171,48,1160,1266,21,58.91
45,Path of Exile,8,2016,935148,28848 hours,9539,75,2732,1258,38,32.42
46,Halo 5: Guardians,8,2016,851691,65246 hours,21827,195,11061,1146,87,13.05
47,Clash Royale,8,2016,832936,16131 hours,6122,51,2756,1121,21,51.64
48,Dark Souls III,8,2016,805250,84652 hours,7977,209,15281,1083,113,9.51
49,The Binding of Isaac: Afterbirth,8,2016,799821,15876 hours,14632,53,2408,1076,21,50.38
50,This Is the Police,8,2016,796862,7396 hours,35157,43,1562,1072,9,107.74
51,Dungeons & Dragons,8,2016,786912,9645 hours,23975,61,1021,1059,12,81.59
52,RimWorld,8,2016,783297,21198 hours,8348,57,2286,1054,28,36.95
53,ARK: Survival Evolved,8,2016,779563,58910 hours,5329,149,5228,1049,79,13.23
54,60 Seconds!,8,2016,772786,2065 hours,56904,30,628,1040,2,374.23
55,Paragon,8,2016,681129,89400 hours,8762,365,11349,916,120,7.62
56,Miscreated,8,2016,642179,12721 hours,8930,42,1439,864,17,50.48
57,Tom Clancy's The Division,8,2016,614781,109265 hours,5047,468,16204,827,147,5.63
58,Star Citizen,8,2016,598197,10677 hours,45650,56,1676,805,14,56.03
59,Battlefield 4,8,2016,591583,119980 hours,6813,334,28457,796,161,4.93
60,Social Eating,8,2016,580318,6829 hours,20067,27,3557,781,9,84.98
61,World of Warships,8,2016,557259,27974 hours,3174,85,3087,750,37,19.92
62,osu!,8,2016,549995,68838 hours,4066,162,13875,740,92,7.99
63,Albion Online,8,2016,523406,11475 hours,25125,72,1118,704,15,45.61
64,Dark Souls,8,2016,513953,18729 hours,4509,50,2545,691,25,27.44
65,Garry's Mod,8,2016,506384,33445 hours,10144,102,6767,681,45,15.14
66,Titanfall 2,8,2016,501380,15101 hours,37194,277,16864,674,20,33.2
67,Deus Ex: Human Revolution - Director's Cut,8,2016,483592,6252 hours,18778,44,839,650,8,77.35
68,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,8,2016,475552,22857 hours,5446,107,1206,640,30,20.81
69,Black Desert Online,8,2016,475067,29159 hours,2234,70,2378,639,39,16.29
70,Retro,8,2016,455337,17896 hours,4374,48,1247,612,24,25.44
71,Mortal Kombat X,8,2016,429557,20088 hours,9478,55,5528,578,27,21.38
72,The Legend of Zelda: Ocarina of Time,8,2016,427970,9496 hours,3186,36,961,576,12,45.07
73,Batman: The Telltale Series,8,2016,424740,4977 hours,46768,149,2395,571,6,85.34
74,Attack on Titan,8,2016,407898,7905 hours,43843,196,2904,548,10,51.6
75,Monster Hunter Generations,8,2016,404802,10515 hours,1373,37,423,544,14,38.5
76,The Elder Scrolls Online,8,2016,398197,41693 hours,1406,112,6428,535,56,9.55
77,Sid Meier's Civilization V,8,2016,391928,11135 hours,5253,33,1849,527,14,35.2
78,The Elder Scrolls: Legends,8,2016,391855,16505 hours,18331,60,2364,527,22,23.74
79,Worms W.M.D,8,2016,388651,2851 hours,32084,48,771,523,3,136.32
80,Super Mario 64,8,2016,377517,9921 hours,17064,31,1130,508,13,38.05
81,Diablo II: Lord of Destruction,8,2016,376343,7366 hours,5240,25,664,506,9,51.09
82,Kartrider,8,2016,370605,3640 hours,6280,26,503,498,4,101.81
83,Warframe,8,2016,361022,68456 hours,12660,174,11344,485,92,5.27
84,Blade & Soul,8,2016,343286,26627 hours,4935,80,2064,462,35,12.89
85,Final Fantasy XIV: Heavensward,8,2016,341901,36997 hours,10803,174,5481,460,49,9.24
86,Team Fortress 2,8,2016,339436,19780 hours,6742,58,3994,456,26,17.16
87,ABZ<U+00DB>,8,2016,338342,5738 hours,28205,116,2587,455,7,58.97
88,Euro Truck Simulator 2,8,2016,333139,29291 hours,28765,100,4052,448,39,11.37
89,M.U.G.E.N,8,2016,330004,1132 hours,749,4,46,444,1,291.52
90,Summoners War: Sky Arena,8,2016,328950,9529 hours,1845,33,578,442,12,34.52
91,Bloodborne,8,2016,327711,31535 hours,3351,88,5460,441,42,10.39
92,Life is Strange,8,2016,326159,12424 hours,21098,53,3967,438,16,26.25
93,Vainglory,8,2016,324091,8184 hours,13119,25,601,436,11,39.6
94,Evolve,8,2016,322300,21455 hours,14306,72,4494,433,28,15.02
95,Gears of War: Ultimate Edition,8,2016,312245,18046 hours,7332,63,3274,420,24,17.3
96,The Legend of Zelda: Majora's Mask,8,2016,311388,3829 hours,2522,17,395,419,5,81.32
97,Casino Games,8,2016,309269,4625 hours,8915,21,316,416,6,66.87
98,Tibia,8,2016,308240,13638 hours,5612,39,1040,414,18,22.6
99,Pok<U+00E9>mon Red/Blue,8,2016,301344,9192 hours,5698,34,1128,405,12,32.78
100,The Culling,8,2016,298542,6425 hours,4370,27,948,401,8,46.47
101,Golf With Your Friends,8,2016,296952,6915 hours,12839,35,2932,399,9,42.94
102,Guild Wars 2,8,2016,288527,20396 hours,2994,63,2222,388,27,14.15
103,Kerbal Space Program,8,2016,287087,10557 hours,2492,42,1754,386,14,27.19
104,The Witcher 3: Wild Hunt,8,2016,284477,44510 hours,9325,122,7682,382,59,6.39
105,London 2012: The Official Video Game,8,2016,283902,325 hours,13323,7,90,382,0,873.54
106,Shadowverse,8,2016,283673,4544 hours,23871,28,572,381,6,62.43
107,Beyond: Two Souls,8,2016,279750,854 hours,21301,8,609,376,1,327.58
108,Call of Duty: Black Ops II,8,2016,276314,29211 hours,7238,82,4459,371,39,9.46
109,The King of Fighters XIV,8,2016,274228,6255 hours,9507,85,1490,369,8,43.84
110,Pok<U+00E9>mon Trading Card Game,8,2016,272780,755 hours,30875,18,194,367,1,361.3
111,HITMAN,8,2016,267433,7624 hours,39161,46,2086,359,10,35.08
112,Pok<U+00E9>mon Yellow,8,2016,266522,2639 hours,8546,18,378,358,3,100.99
113,Subnautica,8,2016,264277,7625 hours,21063,43,1530,355,10,34.66
114,MapleStory,8,2016,259769,14955 hours,1273,37,1346,349,20,17.37
115,Layers of Fear,8,2016,259134,8688 hours,35268,55,3552,348,11,29.83
116,FTL: Faster Than Light,8,2016,251375,3350 hours,3877,15,694,338,4,75.04
117,Twitch Plays,8,2016,247819,8912 hours,1919,17,112,333,11,27.81
118,Yakuza 0,8,2016,246946,460 hours,5514,4,31,332,0,536.84
119,Human: Fall Flat,8,2016,243119,921 hours,27589,14,353,327,1,263.97
120,Games + Demos,8,2016,242103,4924 hours,12724,23,1410,325,6,49.17
121,War Thunder,8,2016,240690,22652 hours,5877,66,3554,323,30,10.63
122,Dofus,8,2016,239214,8336 hours,5469,62,736,321,11,28.7
123,Grand Theft Auto: San Andreas,8,2016,234209,11518 hours,8607,40,2522,315,15,20.33
124,Roblox,8,2016,232408,41736 hours,5784,119,12590,312,56,5.57
125,Starbound,8,2016,218758,18936 hours,4002,82,3504,294,25,11.55
126,Farming Simulator 15,8,2016,218582,26224 hours,1934,87,3108,294,35,8.34
127,The Sims 4,8,2016,217572,9694 hours,6666,37,1702,292,13,22.44
128,South Park: The Stick of Truth,8,2016,216717,3556 hours,9868,17,1038,291,4,60.94
129,Microsoft Flight Simulator X,8,2016,213885,15348 hours,3373,47,1135,287,20,13.94
130,EVE Online,8,2016,213455,6587 hours,3897,25,691,287,8,32.41
131,Death Road to Canada,8,2016,213419,2846 hours,11906,17,515,287,3,74.99
132,Borderlands 2,8,2016,213370,20283 hours,16120,64,3562,287,27,10.52
133,The Legend of Zelda: The Wind Waker,8,2016,212388,2033 hours,2987,11,340,285,2,104.47
134,Outlast,8,2016,209667,15023 hours,6857,51,5606,282,20,13.96
135,Gang Beasts,8,2016,207033,1385 hours,30914,15,640,278,1,149.48
136,Kingdom: New Lands,8,2016,205401,3516 hours,34957,34,775,276,4,58.42
137,Final Fantasy VII,8,2016,205156,6928 hours,2853,24,910,276,9,29.61
138,Kantai Collection,8,2016,204260,15494 hours,4203,100,1072,274,20,13.18
139,Elite: Dangerous,8,2016,200988,18859 hours,2129,69,1973,270,25,10.66
140,Bully: Scholarship Edition,8,2016,190371,850 hours,13370,8,204,256,1,223.97
141,The Last of Us,8,2016,188938,29156 hours,9800,77,5640,254,39,6.48
142,Barbie and The Magic of Pegasus,8,2016,181848,147 hours,34944,11,64,244,0,1237.06
143,Heroes of Newerth,8,2016,179101,7262 hours,3822,23,538,241,9,24.66
144,DOOM,8,2016,174962,25609 hours,3158,85,7699,235,34,6.83
145,Chess,8,2016,174939,2357 hours,16198,11,297,235,3,74.22
146,Ragnarok Online,8,2016,171330,8291 hours,6241,36,489,230,11,20.66
147,Company of Heroes 2,8,2016,170607,5463 hours,2070,23,604,229,7,31.23
148,Obduction,8,2016,163507,2390 hours,35424,36,460,220,3,68.41
149,Heroes of Might and Magic III: The Shadow of Death,8,2016,161919,2338 hours,9179,12,173,217,3,69.26
150,WWE 2K16,8,2016,161847,37313 hours,9100,184,10177,217,50,4.34
151,Super Mario Sunshine,8,2016,159530,3091 hours,4246,17,480,214,4,51.61
152,Madden NFL 16,8,2016,158610,50645 hours,3543,265,11549,213,68,3.13
153,Geometry Dash,8,2016,156184,17629 hours,3253,51,2625,210,23,8.86
154,We Happy Few,8,2016,155144,5060 hours,7774,48,1541,208,6,30.66
155,EA Sports UFC 2,8,2016,154192,18513 hours,28398,55,4675,207,24,8.33
156,Uncharted 4: A Thief's End,8,2016,153183,35352 hours,5388,91,6523,206,47,4.33
157,Tabletop Simulator,8,2016,152881,2575 hours,11446,13,726,205,3,59.37
158,Until Dawn,8,2016,152381,1692 hours,6554,10,1593,205,2,90.06
159,Resident Evil 5,8,2016,152325,8157 hours,7787,28,2917,205,10,18.67
160,Call of Duty: Modern Warfare 2,8,2016,151912,5333 hours,19976,22,1567,204,7,28.49
161,F1 2016,8,2016,150131,4626 hours,35111,63,1932,202,6,32.45
162,Neverwinter,8,2016,146408,58091 hours,1605,180,10111,197,78,2.52
163,Tree of Savior,8,2016,145088,12695 hours,2453,49,1174,195,17,11.43
164,Squad,8,2016,143672,4522 hours,29412,25,830,193,6,31.77
165,Mario Kart 8,8,2016,143185,4519 hours,28619,22,892,192,6,31.69
166,Shadow of the Colossus,8,2016,142061,770 hours,14217,6,132,191,1,184.49
167,Super Mario World,8,2016,141862,3174 hours,11190,39,637,190,4,44.7
168,StarCraft: Brood War,8,2016,138837,5197 hours,7010,17,279,186,6,26.71
169,Red Dead Redemption,8,2016,138006,4710 hours,5916,29,1304,185,6,29.3
170,Mafia LIVE!,8,2016,137535,472 hours,13355,5,36,185,0,291.39
171,Resident Evil 4,8,2016,137460,10904 hours,3270,352,2885,185,14,12.61
172,Metal Gear Solid V: The Phantom Pain,8,2016,136691,27442 hours,1648,74,5060,183,36,4.98
173,Final Fantasy Tactics: The War of the Lions,8,2016,135959,256 hours,5171,3,28,182,0,531.09
174,Nioh_,8,2016,132466,3703 hours,2832,47,824,178,4,35.77
175,MLB The Show 16,8,2016,129621,5771 hours,3611,25,3244,174,7,22.46
176,Guilty Gear Xrd: Revelator,8,2016,128540,5813 hours,7189,30,956,173,7,22.11
177,Final Fantasy IX,8,2016,128444,3879 hours,1321,20,404,172,5,33.11
178,Dark Souls II: Scholar of the First Sin,8,2016,126900,13640 hours,2876,40,2358,170,18,9.3
179,Google Go,8,2016,126492,154 hours,29430,15,76,170,0,821.38
180,Age of Empires II: HD Edition,8,2016,126362,2755 hours,11663,13,633,170,3,45.87
181,Planet Coaster,8,2016,125993,2057 hours,33236,35,315,169,2,61.25
182,Puzzle & Dragons,8,2016,125888,3210 hours,2943,24,301,169,4,39.22
183,Virtual Reality,8,2016,125738,1419 hours,8540,9,255,169,1,88.61
184,PAYDAY 2,8,2016,122386,22458 hours,2133,72,4977,164,30,5.45
185,Terraria,8,2016,122038,22941 hours,2377,65,4542,164,30,5.32
186,Alien: Isolation,8,2016,121317,7207 hours,3204,29,2292,163,9,16.83
187,Prime World,8,2016,121055,5595 hours,896,22,293,162,7,21.64
188,Shattered Skies,8,2016,120264,7895 hours,1536,34,687,161,10,15.23
189,The Walking Dead: Season One,8,2016,118933,5088 hours,5252,20,1300,160,6,23.38
190,Dragon Quest Heroes II,8,2016,118859,1062 hours,5027,9,69,159,1,111.92
191,The Elder Scrolls IV: Oblivion,8,2016,117672,3165 hours,4092,14,419,158,4,37.18
192,Age of Empires II,8,2016,117560,3446 hours,1284,14,224,158,4,34.11
193,Danganronpa: Trigger Happy Havoc,8,2016,115354,2075 hours,3745,13,252,155,2,55.59
194,Mega Man X,8,2016,115142,1792 hours,8163,12,371,154,2,64.25
195,Donkey Kong Country: Tropical Freeze,8,2016,114844,645 hours,3902,9,92,154,0,178.05
196,RPG Maker,8,2016,114123,1137 hours,2192,10,172,153,1,100.37
197,Divinity: Original Sin,8,2016,113342,2092 hours,5462,11,457,152,2,54.18
198,Duelyst,8,2016,112153,3516 hours,4226,19,564,150,4,31.9
199,Blackjack,8,2016,111992,743 hours,29114,7,122,150,1,150.73
200,Pok<U+00E9>mon FireRed/LeafGreen,8,2016,111543,7107 hours,2561,30,1538,150,9,15.69
1,League of Legends,9,2016,81064642,1087244 hours,711103,2493,110946,112746,1512,74.56
2,Hearthstone,9,2016,33618619,165899 hours,119151,380,24349,46757,230,202.65
3,Counter-Strike: Global Offensive,9,2016,30761358,548932 hours,305793,1610,85839,42783,763,56.04
4,World of Warcraft,9,2016,27553668,719139 hours,111546,3452,60610,38322,1000,38.31
5,Dota 2,9,2016,24806196,296977 hours,99044,768,30396,34500,413,83.53
6,Overwatch,9,2016,15244235,624055 hours,74964,2022,108359,21201,867,24.43
7,Call of Duty: Black Ops III,9,2016,10988908,743777 hours,167067,3062,150152,15283,1034,14.77
8,Destiny,9,2016,10026708,783390 hours,140031,5970,90958,13945,1089,12.8
9,Z1: Battle Royale,9,2016,6942562,145560 hours,67500,464,16038,9655,202,47.7
10,Talk Shows & Podcasts,9,2016,5224099,54465 hours,321911,283,13774,7265,75,95.92
11,Dead by Daylight,9,2016,4713543,111471 hours,24700,272,10589,6555,155,42.28
12,Poker,9,2016,4687991,35410 hours,48194,136,2470,6520,49,132.39
13,Minecraft,9,2016,4368646,280169 hours,32506,951,60021,6076,389,15.59
14,World of Tanks,9,2016,4336160,106511 hours,32139,333,11340,6030,148,40.71
15,FIFA 17,9,2016,3702424,57359 hours,63965,1142,19627,5149,79,64.55
16,Arma 3,9,2016,3692636,80451 hours,35559,288,7825,5135,111,45.9
17,RuneScape,9,2016,3505204,66700 hours,23262,182,6642,4875,92,52.55
18,Creative,9,2016,3364827,159595 hours,20031,366,21100,4679,221,21.08
19,StarCraft II,9,2016,3352643,43706 hours,27804,112,4555,4662,60,76.71
20,Path of Exile,9,2016,3318962,78612 hours,23319,495,5747,4616,109,42.22
21,NBA 2K17,9,2016,2974662,155132 hours,42215,1755,35905,4137,215,19.18
22,Tom Clancy's Rainbow Six Siege,9,2016,2835752,227208 hours,35021,705,43205,3944,316,12.48
23,ARK: Survival Evolved,9,2016,2579781,81852 hours,41935,244,6800,3588,113,31.52
24,Heroes of the Storm,9,2016,2465351,65022 hours,13484,180,7130,3428,90,37.92
25,Battlefield 1,9,2016,2306572,79387 hours,58203,1127,53129,3208,110,29.05
26,SMITE,9,2016,1975136,108497 hours,17585,274,16773,2747,150,18.2
27,Street Fighter V,9,2016,1843029,25623 hours,37304,122,4492,2563,35,71.93
28,Rocket League,9,2016,1807327,116205 hours,32962,536,35709,2513,161,15.55
29,For Honor,9,2016,1569964,21983 hours,53343,475,6482,2183,30,71.42
30,Grand Theft Auto V,9,2016,1489213,221364 hours,16962,677,56201,2071,307,6.73
31,Magic: The Gathering,9,2016,1466259,11265 hours,24972,39,874,2039,15,130.16
32,Battlerite,9,2016,1225903,30820 hours,27062,220,5719,1705,42,39.78
33,Super Mario Maker,9,2016,1213924,15594 hours,14403,50,1196,1688,21,77.85
34,Rust,9,2016,1180557,50354 hours,7049,171,6054,1641,70,23.45
35,NBA 2K16,9,2016,1116457,94613 hours,19328,617,24230,1552,131,11.8
36,Pok<U+00E9>mon Omega Ruby/Alpha Sapphire,9,2016,1086247,26449 hours,5836,79,1938,1510,36,41.07
37,Dark Souls III,9,2016,1066973,80717 hours,10488,196,15453,1483,112,13.22
38,Clash Royale,9,2016,1066259,18303 hours,17861,71,3711,1482,25,58.26
39,Halo 5: Guardians,9,2016,1027510,56061 hours,27288,201,9889,1429,77,18.33
40,DayZ,9,2016,968066,40841 hours,18738,130,4177,1346,56,23.7
41,Dungeons & Dragons,9,2016,951761,10518 hours,31732,65,1090,1323,14,90.49
42,Music,9,2016,948960,20533 hours,5063,66,4183,1319,28,46.22
43,Madden NFL 17,9,2016,910639,186685 hours,10256,820,30606,1266,259,4.88
44,FIFA 16,9,2016,832270,67256 hours,23984,293,20247,1157,93,12.37
